estado;alta;ruc;cliente;ubigeo;direccion;tamaño;actividad;ms_us;latitud;longitud
Vigente;21/02/2024;20603043708;ENERGY AUTOMATION TECHNOLOGIES SOCIEDAD ANONIMA CERRADA;Lima Lima Santiago de Surco;CAL.BREA Y PARIÑAS NRO. 102 INT. 204 URB. TAMBO DE MONTERRICO;ND;VENTA AL POR MAYOR DE EQUIPO PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES;US;-12.114942;-76.991656
Vigente;21/02/2024;20298089298;INSTITUTO DE AUDITORES INTERNOS DEL PERU;Lima Lima Santiago de Surco;MONTERREY NRO. 373;Micro Empresa;ACTIVIDADES DE OTRAS ASOCIACIONES NO CLASIFICADOS PREVIAMENTE;US;-12.1127142;-76.9898397
Vigente;4/03/2024;20605940812;ABS FIRE FIGHTING EQUIPMENT S.A.C.;Lima Lima Los Olivos;sanlino 6346;Pequeña Empresa;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;US;-11.9538613;-77.0707786
Vigente;20/02/2024;20466929426;PREVENCION INTEGRAL MAXIMA SAC;Lima Lima San Borja;DE LAS ARTES NORTE 509  URB. SAN BORJA NORTE - SAN BORJA - LIMA;Mediana Empresa;ACTIVIDADES DE SEGURIDAD PRIVADA;US;-12.0906626;-77.0029013
Vigente;22/02/2024;20602191045;CENTRO DE INSPECCIONES TECNICO VEHICULARES GRUPO J J SOCIEDAD ANONIMA CERRADA;Lima Lima Chorrillos;AV. LOS HORIZONTES MZ W LT 3A, URB LOS HUERTOS DE VILLA, CHORRILLOS;Pequeña Empresa;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;US;-12.2039451;-77.0077829
Vigente;22/02/2024;20605128191;RG ODONTOLOGOS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA   RGO E.I.R.L.;Lima Lima San Borja;AV. SAN BORJA SUR 842;Micro Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.100627;-76.995784
Vigente;22/02/2024;20524423546;GRUPO KAOBA S.A.   G. KAOBA S.A.;Lima Lima Miraflores;AV RICARDO PALMA 1288 MI;Pequeña Empresa;PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA;US;-12.1218593;-77.0205453
Vigente;16/02/2024;20550363811;CONSTRUCTORA RFG S.A.C.;Lima Lima San Miguel;CAL.CARLOS GONZALES NRO. 275;Mediana Empresa;CONSTRUCCION DE EDIFICIOS;US;-12.0753979;-77.0918533
Vigente;20/02/2024;20609469138;QRZ TECHNOLOGIES S.A.C.;Lima Lima Santiago de Surco;Jiron Arica 409;ND;;US;-12.1452878;-77.0028201
Vigente;24/02/2024;20554525807;CMIT INGENIEROS S.A.C.;Lima Lima Surquillo;AV. AVIACION 3944;Pequeña Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.1149092;-76.999687
Vigente;19/02/2024;20454537743;AUTOMOTRIZ CISNE S.R.L.;Lima Lima San Juan de Lurigancho;AV. PROCERES DE INDEPENDENCIA NRO. 2399 Z.I. PROCERES DE LA INDEPENDENCIA - SAN JUAN DE LURIGANCHO;Mediana Empresa;VENTA DE VEHICULOS AUTOMOTORES;US;-11.9916875;-77.0115625
Vigente;21/02/2024;20522545741;GRUPO PANAMUNDO S.A.C.;Lima Lima Surquillo;Calle San Diego 185  Surquillo - Lima;Mediana Empresa;TRANSPORTE DE CARGA POR CARRETERA;US;-12.1188443;-77.024776
Vigente;19/02/2024;20522545741;GRUPO PANAMUNDO S.A.C.;Lima Lima Surquillo;Av Tomás Marsano 1599 - Surquillo - Lima;Mediana Empresa;TRANSPORTE DE CARGA POR CARRETERA;US;-12.1184712;-77.0078722
Vigente;20/02/2024;20607872211;ELECTRO ENCENDIDO CANO S.A.C.;Lima Lima La Victoria;AV IQUITOS 181 - LA VICTORIA;Pequeña Empresa;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;US;-12.0603889;-77.0311534
Vigente;19/02/2024;20601064392;CORPORACION NUEVA SEGURIDAD S.A.C.;Lima Lima Lince;JR. LOS MIRTOS NRO. 155;Pequeña Empresa;ACTIVIDADES DE SEGURIDAD PRIVADA;US;-12.0889659;-77.0287693
Vigente;19/02/2024;20608812939;GRUPO VILLARRUEL S.A.C.;Lima Lima Breña;Jiron Don Bosco 249, Breña, Perú;Pequeña Empresa;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;US;-12.06140482;-77.04556989
Vigente;21/02/2024;20611946466;OPERADOR DE CENTRO DE SALUD ZARATE SJL S.A.C.;Lima Lima San Juan de Lurigancho;Av. Gran Chimu 613, San Juan de Lurigancho;Pequeña Empresa;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;US;-12.0261969;-77.003625
Vigente;16/02/2024;20601970849;CORPORACION CARNICA S.A.C.;Lima Lima Chorrillos;Andromeda 858;Pequeña Empresa;ELABORACION Y CONSERVACION DE CARNE;US;-12.1752351;-77.0019602
Vigente;16/02/2024;20331121496;NORCAM S.A.;Callao Prov. Const. del Callao Bellavista;JR. FRANCISCO PIZARRO NRO. 240 INT. 301, BELLAVISTA;Micro Empresa;OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE;US;-12.0612056;-77.1326198
Vigente;16/02/2024;20556575054;3M INGENIERIA CORPORATIVA S.A.C. . .;Lima Lima Santiago de Surco;JR HERNANDO DE LAVALLE Y PARDO 140;Pequeña Empresa;CONSTRUCCION DE EDIFICIOS;US;-12.1394093;-77.0121508
Vigente;16/02/2024;20156720217;COOPERATIVA DE SERVICIOS ESPECIALES SAN FRANCISCO;Lima Lima Villa María del Triunfo;av. san jose 650;Pequeña Empresa;ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES;US;-12.1628867;-76.9466676
Vigente;17/02/2024;20517139824;CORPORACION EDUCATIVA APAC S.A.C;Lima Lima Villa María del Triunfo;JIRON  LUCANAS 145 Villa Maria del Triunfo Jose Galvez;Pequeña Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-12.2252073;-76.9089569
Vigente;19/02/2024;20335599251;PHYMED SRLTDA;Lima Lima Santiago de Surco;CAL LOS ANTARES 265;Pequeña Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-12.1265003;-76.9879352
Vigente;17/02/2024;20610187855;WINER PVC S.A.C.;Lima Lima La Victoria;Jr Andahuaylas 1596 la victoria;Micro Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-12.0704263;-77.0254336
Vigente;19/02/2024;20604243727;NANO TECHNOLOGY CORPORATION S.A.C.   NANOTEC S.A.C.;Lima Lima San Isidro;AV JAVIER PRADO este 560;Pequeña Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;US;-12.091734;-77.02778
Vigente;16/02/2024;20547641206;AW IMPORTECH S.A.C.;Lima Lima San Miguel;Calle Martín de Murúa 150;Micro Empresa;OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS PUESTOS DE VENTA O MERCADOS;US;-12.0762909;-77.0908563
Vigente;17/02/2024;20512790004;FORCE SEALS SECURITY S.A.C. . .;Lima Lima Pueblo Libre;CAL.JOSE SANTIAGO WAGNER NRO. 2227;Mediana Empresa;ACTIVIDADES DE SEGURIDAD PRIVADA;US;-12.0795586;-77.0601191
Vigente;16/02/2024;20604676488;INFORLAND PERU S.A.C.;Lima Lima Magdalena del Mar;tomas ramsey 930;Micro Empresa;PROGRAMACION INFORMATICA;US;-12.092282;-77.0583465
Vigente;21/02/2024;20474967990;CEFALEA E.I.R.L.;Lima Lima San Isidro;calle choquehuanca 1495;Micro Empresa;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;US;-12.0980795;-77.0463179
Vigente;15/02/2024;20100708991;DIVESA SERVICE S A;Lima Lima Breña;CALLE POMABAMBA 578 BREÑA;Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.051267;-77.0479545
Vigente;15/02/2024;20420034416;REPARAC.MET.Y SERV. IND. ASENCIOS S.A.C.;Lima Lima Ate;CALLE SAN CARLOS 471 ate;Pequeña Empresa;"FABRICACION DE CARROCERIAS PARA VEHICULOS AUTOMOTORES; FABRICACION DE REMOLQUES Y SEMIRREMOLQUES";US;-12.025621;-76.9400254
Vigente;16/02/2024;20601138914;SAFETY WORK INDUSTRY E.I.R.L.   SAFETY WORK E.I.R.L.;Callao Prov. Const. del Callao Callao;avenida japon;Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.00439742;-77.10852496
Vigente;20/02/2024;20549717455;COTA 0 22 CONSULTING S.A.C.;Lima Lima San Isidro;calle choquehuanca 1495 san isidro;Micro Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.0980795;-77.0463179
Vigente;16/02/2024;20101331653;DESSAU S&Z S.A.;Lima Lima San Borja;AV. DEL PARQUE NORTE NRO. 1174;Mediana Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.0981419;-77.0105061
Vigente;16/02/2024;20600958616;DATA ADUANERA S.A.;Lima Lima San Isidro;sebastian ugarte y moscoso 424, san isidro;ND;OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE;US;-12.095895;-77.0560668
Vigente;14/02/2024;20603069367;DERMA SKIN S.A.C.;Lima Lima Jesús María;AVENIDA FAUSTINO SANCHEZ CARRION 615;Pequeña Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.089279;-77.058167
Vigente;14/02/2024;20556503819;PROYECTO EDUCATIVO CAMINISTA SOCIEDAD ANONIMA CERRADA . .;Lima Lima San Juan de Lurigancho;av.proceres de la independencia 1571;Pequeña Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;US;-12.0083897;-77.0048363
Vigente;14/02/2024;20556503819;PROYECTO EDUCATIVO CAMINISTA SOCIEDAD ANONIMA CERRADA . .;Lima Lima San Juan de Lurigancho;AV. PROCERES DE LA INDEPENDENCIA 1571;Pequeña Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;MS;-12.0083897;-77.0048363
Vigente;14/02/2024;20492967620;CAPYBARA SEO SOCIEDAD ANONIMA CERRADA;Lima Lima San Miguel;CAL.MARTIN DE MURUA NRO. 150;Pequeña Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.0762909;-77.0908563
Vigente;14/02/2024;20605293329;ORANGE ENERGY S.A.C.;Lima Lima Santiago de Surco;CALLE ANTARES 320;Pequeña Empresa;GENERACION TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA;US;-12.1266699;-76.9879214
Vigente;14/02/2024;20556503819;PROYECTO EDUCATIVO CAMINISTA SOCIEDAD ANONIMA CERRADA . .;Lima Lima San Juan de Lurigancho;PROCERES DE LA INDEPENDENCIA NRO. 1571;Pequeña Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;US;-12.0083897;-77.0048363
Vigente;15/02/2024;20518188225;CORPORACION  SOLORZANO IMPORT SOCIEDAD ANONIMA CERRADA   CORSOL S.A.C;Lima Lima Santa Anita;AV. HUAROCHIRI;Pequeña Empresa;VENTA MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y SUS PARTES PIEZAS Y ACCESORIOS;US;-12.04017677;-76.95277805
Vigente;14/02/2024;20601838011;L & L LAB SOLUTION SOCIEDAD ANONIMA CERRADA    L & L LAB SOLUTION S.A.C.;Lima Lima San Miguel;Calle Gamarra Nro. 267 - Urb. Miramar - San Miguel;Micro Empresa;ENSAYOS Y ANALISIS TECNICOS;US;-12.0840899;-77.0964546
Vigente;15/02/2024;20605445862;SOCIEDAD CORPORATIVA EDUCATIVA S.A.C.;Lima Lima El Agustino;Psje. San Miguel # 119, Av. Riva Agüero cdra. 15, El Agustino 15003;Micro Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-12.0456067;-76.999348
Vigente;16/02/2024;20541514466;FIVCO MAQUINAS & HERRAMIENTAS SOCIEDAD ANONIMA CERRADA;Lima Lima Breña;JR. PASTAZA NRO. 1033;Pequeña Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-12.0614881;-77.0571097
Vigente;15/02/2024;20101912974;IMPORTACIONES GENERALES SA S.A.C.   IMGESA S.A.C.;Lima Lima La Victoria;AV. MEXICO NRO. 1050;Pequeña Empresa;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;US;-12.0736063;-77.0183987
Vigente;13/02/2024;20451569156;CONSORCIO DE IDENTIDAD VISUAL SAC;Lima Lima Santiago de Surco;Alameda del Alba 233 Santiago de Surco;Micro Empresa;FABRICACION DE MUEBLES;US;-12.1272408;-76.9896116
Vigente;12/02/2024;20518188225;CORPORACION  SOLORZANO IMPORT SOCIEDAD ANONIMA CERRADA   CORSOL S.A.C;Lima Lima Santa Anita;AV. HUARO;Pequeña Empresa;VENTA MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y SUS PARTES PIEZAS Y ACCESORIOS;US;-12.04011279;-76.95272925
Vigente;13/02/2024;20549776974;CLOSE2U S.A.C.;Lima Lima Magdalena del Mar;AV. FAUSTINO SANCHEZ CARRIÓN 790;Pequeña Empresa;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;US;-12.090968;-77.057143
Vigente;14/02/2024;20605675370;DIECAM INVERSIONES S.A.C.;Lima Lima Villa María del Triunfo;R35G+GRF Villa María del Triunfo;Micro Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-12.1911875;-76.9229531
Vigente;14/02/2024;20553778558;ADVAN SUPPLIES S.A.C.;Lima Lima La Victoria;JR. FRANCISCO JAVIER DE LUNA PIZARRO NRO. 913;Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.0692389;-77.0268972
Vigente;15/02/2024;20538575748;CARGA  & LOGISTICA  PERU  S.A.C.;Lima Lima San Miguel;calle martin de murúa 150;Pequeña Empresa;TRANSPORTE DE CARGA MARITIMO Y DE CABOTAJE;MS;-12.076307;-77.090933
Vigente;14/02/2024;20609662060;DIAFAR E.I.R.L.;Lima Lima San Juan de Miraflores;R2JQ+GM San Juan de Miraflores;Micro Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-12.1911875;-76.9229531
Vigente;13/02/2024;20100679958;ASCENSORES Y MONTACARGAS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;Lima Lima Breña;AGUARICO 136,;Micro Empresa;FABRICACION DE EQUIPO DE ELEVACION Y MANIPULACION;US;-12.0584895;-77.0522554
Vigente;13/02/2024;20521564246;NEGOCIOS E INVERSIONES REYES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;Lima Lima Ate;Av. La cultura urb viña San Francisco mz i lt 11;Pequeña Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.06386229;-76.96485161
Vigente;14/02/2024;20605215794;LESA DATA E.I.R.L.;Lima Lima Ate;AV LOS SAUCES MZ A LT 23;Micro Empresa;PROGRAMACION INFORMATICA;US;-12.0682811;-76.981992
Vigente;14/03/2024;20504885781;SUMINER SAC;Lima Lima Cercado de Lima;JR. JUAN MANUEL DEL MAR Y BERNEDO NRO. 1335;Pequeña Empresa;FABRICACION DE PRODUCTOS DE PLASTICO;US;-12.0622414;-77.0598868
Vigente;14/02/2024;20519060125;OFTALCONSA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;Lima Lima Santiago de Surco;CALLE ALDABAS 559;Micro Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.130418;-76.983275
Vigente;12/02/2024;10094922254;MARCOS JULIO PINZAS OLIVARI;Lima Lima Chorrillos;AV. DEFENSORES DEL MORRO 714 CH;ND;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.1710101;-77.0225083
Vigente;12/02/2024;20536897951;SEGURIDAD INTEGRAL GRIFFIN S.A.C.   S.I. GRIFFIN S.A.C.;Lima Lima San Isidro;CALLE LOS HALCONES 210, SAN;Mediana Empresa;ACTIVIDADES DE SEGURIDAD PRIVADA;US;-12.09929337;-77.02068659
Vigente;13/02/2024;20512161210;CASTELLANO ACEROS Y MADERA SOCIEDAD ANONIMA CERRADA   CASTELLANO ACEROS Y MADERA S.A.C.;Lima Lima Chorrillos;Jirón Las Balsas 115, chor;Pequeña Empresa;FABRICACION DE MUEBLES;US;-12.1968044;-77.0051876
Vigente;12/02/2024;20269474484;DARMA S.A;Lima Lima San Borja;SCHIPPER NRO. 175;Micro Empresa;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;US;-12.1017599;-76.9902951
Vigente;13/02/2024;20559152022;CONSORCIO  GYD 5;Lima Lima Santiago de Surco;av. manuel holguin 921;ND;CONSTRUCCION DE EDIFICIOS;US;-12.1000724;-76.9728002
Vigente;13/02/2024;20607016128;CONSORCIO EDUCATIVO DIOS SUPREMO S.A.C.;Lima Lima Comas;C. 13B MZ K lote 14, Comas 15311, Perú;ND;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-11.96913587;-77.06022978
Vigente;14/02/2024;20603946856;GAMBARU SOLUCIONES S.A.C.;Lima Lima Rímac;jr. trujillo 356 rimac;Micro Empresa;VENTA AL POR MENOR DE ORDENADORES EQUIPO PERIFERICO PROGRAMA DE INFORMATICA Y EQUIPO DE TELECOMUNICION EN COMERCIOS ESPECIALIZADOS;US;-12.0412649;-77.029257
Vigente;12/02/2024;20609239418;ECI TRANSITO TRANSPORTE SAC;Lima Lima Villa María del Triunfo;V. ELIAS AGUIRRE NRO. 115;Micro Empresa;OTROS TIPOS DE ENSEÑANZA NO CLASIFICADOS PREVIAMENTE;US;-12.1803312;-76.9439385
Vigente;12/02/2024;20552048882;I.E.P. JOSE MARIA ARGUEDAS & HNOS S.A.C. . .;Lima Lima Independencia;2XG2+PC6 Independencia;Micro Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-11.9732125;-77.0489844
Vigente;13/02/2024;20522807533;SOKMAQ SOCIEDAD ANONIMA CERRADA;Lima Lima Surquillo;JIRON LEONARDO DE BARBIERI 1386 SURQUILLO;Micro Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-12.1096859;-77.0174399
Vigente;13/02/2024;20131044179;TECNIMPORT S.A.;Lima Lima Ate;los telares 227, ate;Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.0583208;-76.9552273
Vigente;13/02/2024;20525075029;TRANSP. GREEN PLANET S.A.C.;Lima Lima Ate;AV. URUBAMBA NRO. 433 COO. 27 DE ABRIL LIMA - LIMA - ATE;Micro Empresa;TRANSPORTE DE CARGA POR CARRETERA;US;-12.0554807;-76.9580955
Vigente;8/02/2024;20605907874;MUNDO EMPRESARIAL REDTELEPOINT E.I.R.L.;Lima Lima San Juan de Lurigancho;Avenida los jardines este 301;Micro Empresa;VENTA AL POR MENOR DE ORDENADORES EQUIPO PERIFERICO PROGRAMA DE INFORMATICA Y EQUIPO DE TELECOMUNICION EN COMERCIOS ESPECIALIZADOS;US;-12.0043842;-77.0036275
Vigente;10/02/2024;20603410433;ITEC CONSULTING & SERVICES SOCIEDAD ANONIMA CERRADA   ITEC C & S S.A.C.;Callao Prov. Const. del Callao La Perla;jr. cahuide 1181 dpto 2 urb. la perla, callao;ND;CONSULTORIA DE INFORMATICA Y GESTION DE INSTALACIONES INFORMATICAS;US;-12.0696584;-77.1230109
Vigente;12/02/2024;20102049170;CLINICA PINEL S R LTDA;Lima Lima San Miguel;DEAN S;Pequeña Empresa;ACTIVIDADES DE HOSPITALES;US;-12.0787272;-77.0912543
Vigente;12/02/2024;20537920654;VIRTUALSOFT PERU S.A.C.;Lima Lima San Juan de Lurigancho;324G+FMP San Juan de Lurigancho;Micro Empresa;CONSULTORIA DE INFORMATICA Y GESTION DE INSTALACIONES INFORMATICAS;US;-11.9437875;-76.9732969
Vigente;9/02/2024;20516632683;KMEDIC SAN FRANCISCO SAC;Lima Lima Magdalena del Mar;FELIX DIBOS NRO. 862;ND;ACTIVIDADES VETERINARIAS;US;-12.0955315;-77.061191
Vigente;9/02/2024;20101607233;PLASTICOS BASICOS DE EXPORTACION S.A.C.;Lima Lima Santa Anita;colectora industrial 191;Mediana Empresa;FABRICACION DE PRODUCTOS DE PLASTICO;US;-12.0481291;-76.9577235
Vigente;10/02/2024;20608407066;PACHANKA RESTAURANT S.A.C.;Lima Lima Jesús María;Jirón Coronel Camilo Carrillo 169;Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.073802;-77.0378893
Vigente;12/02/2024;20504741789;MB REPRESENTACIONES Y SERVICIOS EIRL.;Lima Lima Los Olivos;CONFRATERNIDAD;ND;TERMINACION Y ACABADO DE EDIFICIOS;US;-11.93369115;-77.07515112
Vigente;10/02/2024;20100816611;CONAFOVICER;Callao Prov. Const. del Callao Callao;AV. GUARDIA CHALACA 1269;Gran Empresa;ACTIVIDADES DE OTRAS ASOCIACIONES NO CLASIFICADOS PREVIAMENTE;US;-12.0571081;-77.13078
Vigente;12/02/2024;20602767168;MAKERHUB S.A.C.;Lima Lima Jesús María;AV. GREGORIO ESCOBEDO 570;Micro Empresa;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NO CLASIFICADOS PREVIAMENTE;US;-12.0854501;-77.0535011
Vigente;12/02/2024;20601434700;TELECOM FIBRA TORRES Y ENERGIA SOCIEDAD ANONIMA CERRADA;Lima Lima Lince;los mirtos 497;Pequeña Empresa;OTRAS ACTIVIDADES DE TELECOMUNICACIONES;US;-12.0885058;-77.0253924
Vigente;8/02/2024;20610002278;DAVILA CIRUGIA PLASTICA S.A.C.;Lima Lima Santiago de Surco;Jr Cruz del Sur 140-154;Micro Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.0869706;-76.9699893
Vigente;7/02/2024;20514724033;CORPORACION ANDES PRODUCTS SOCIEDAD ANONIMA CERRADA;Lima Lima San Martín de Porres;angelica gamarra 2156  san m;Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.0071646;-77.0850222
Vigente;9/02/2024;20502616201;AUTOSERVICIOS UNTIVEROS S.A.C.;Lima Lima La Victoria;JR. ABTAO NRO. 1367;Pequeña Empresa;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;US;-12.0736212;-77.0212012
Vigente;8/02/2024;20506118922;TINCOLORS S.A.C.;Lima Lima Cercado de Lima;JR. EDMUNDO MOREAU NRO. 964 URB. ROMA;Pequeña Empresa;ACABADO DE PRODUCTOS TEXTILES;US;-12.04716592;-77.07776997
Vigente;9/02/2024;20603965877;CORPORACION MACZANITA E.I.R.L.;Lima Lima San Miguel;Av Prolongacion La mar 2275;Micro Empresa;REPARACION DE EQUIPO DE COMUNICACIONES;US;-12.0749941;-77.0816898
Vigente;8/02/2024;20601307422;GOMEZ & LUQUE ODONTOLOGIA ESPECIALIZADA S.A.C.;Lima Lima Jesús María;Av. Sanchez Carrión 615 Oficina 303 Edificio VERTICE 22 JESUS MARÍA;Micro Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.0892785;-77.0581673
Vigente;8/02/2024;20503613574;TWF S.A.  SUCURSAL EN EL PERU;Lima Lima San Isidro;calle manuel atanasio fuentes 822;Micro Empresa;ELABORACION Y CONSERVACION DE FRUTAS LEGUMBRES Y HORTALIZAS;US;-12.101321;-77.0300217
Vigente;9/02/2024;20604596344;CHECK IN GROUP S.A.C.;Lima Lima Santiago de Surco;monterosas;Pequeña Empresa;ACTIVIDADES DE AGENCIAS DE VIAJES;US;-12.11200071;-76.99030242
Vigente;9/02/2024;20511448647;DOLMAR REPRESENTACIONES SOCIEDAD ANONIMA CERRADA;Lima Lima San Miguel;calle martin de murúa 150;Pequeña Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.076307;-77.090933
Vigente;13/02/2024;20603140347;CHANGLERES GROUP S.A.C.;Lima Lima Los Olivos;av. los platinos 259 Mz A Lt 18 Los Olivos;ND;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NO CLASIFICADOS PREVIAMENTE;US;-11.9702321;-77.0648786
Vigente;10/02/2024;20606650184;CONSTRUCTORA ECOCONSTRUCCION M & R EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;Lima Lima Independencia;Calle José Pardo 342, Independencia, Perú;ND;;US;-11.999907;-77.0401762
Vigente;9/02/2024;20515610741;AMAZING COMBUSTIBLES Y GAS S.A.C.;Lima Lima San Juan de Lurigancho;CANTO GRANDE 380;Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-11.97664986;-77.00968729
Vigente;7/02/2024;20553768919;GADLA SERVICIOS GENERALES E.I.R.L.;Lima Lima Santiago de Surco;Calle thomas alva edison 230;Micro Empresa;FABRICACION DE MUEBLES;US;-12.1603173;-76.9953122
Vigente;12/02/2024;20609005719;FLIPAMOS PAELLAS Y MAS E.I.R.L.;Lima Lima Santiago de Surco;AV. CAMINOS DEL INCA NRO. 1005 URB. CHACARILLA DEL ESTANQUE LIMA - LIMA - SANTIAGO DE SURCO;Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.120735;-76.9877099
Vigente;12/02/2024;20609005719;FLIPAMOS PAELLAS Y MAS E.I.R.L.;Lima Lima Santiago de Surco;caminos del inca 1005 san;Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.120735;-76.9877099
Vigente;7/02/2024;20600419481;SOCIAL MEDIA WENDDYS SOCIEDAD ANONIMA CERRADA   SC WENDDYS S.A.C.;Lima Lima Pueblo Libre;JR. LORETO NRO. 264  pueblo;Micro Empresa;PUBLICIDAD;US;-12.0779731;-77.0584288
Vigente;9/02/2024;20602848877;INGENIERIA & ARQUITECTURA METAL S.A.C.;Lima Lima El Agustino;avenida nicolas ayllon 2941;Pequeña Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-12.058688;-76.975443
Vigente;7/02/2024;20611960361;GRUPO PFSERVICES S.R.L.;Lima Lima Santiago de Surco;CAL.BREA Y PARIÑAS 102 INT 601 SANTIAGO DE SURCO;Micro Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;US;-12.1151342;-76.9917434
